,label,text
3915,1,Stephen Meller Director Southern Funding Limited www.southerngroup.co.uk Office : 020 8349 5190 Fax : 020 8343 3915 Direct Dial : 020 8349 5195 Mobile : 07768 983605
3916,0,"Please help me understand the relationship of your client in the matters listed below to our existing , continuing client Merrill Lynch ( and its parent , our client , BofA ) , whom you show as "" adverse "" in the matters listed below . BofA/Merrill wants to hire us in defense of a large multi-party RMBS / CDO securities litigation in TN and I need to be clear we can take on this new matter for our existing client . Builder : Islamic Society NUM ( opened 4/4/2011 ) McKenzie : SunTrust / Rose , Briar NUM ( opened 7/27/2011 ) Yarbro : Buffalo Rock NUM ( opened 2/8/2011 ) Hayslip : Regions / La. . Muni NUM ( opened 6/19/2009 ) â ? ¦ showing you represent Merrill in Schmits , NUM ( opened 10/28/09 ) Mills : Jo-Ann Stores NUM ( opened 2/18/2011 ) Clarke : Courtland Hotel NUM ( opened 5/20/2002 ; last bill 10/15/2007 ) Thanks . TKPIII _____ CONFIDENTIAL : ATTORNEY/CLIENT PRIVILEGED ; ATTORNEY WORK PRODUCT All previous disclaimers apply to this message as well . To see a full list of disclaimers that apply to email from URL visit : < URL > URL ."
3917,1,"Thomas K. Potter , III Attorney at Law Direct : ( 615 ) 724-3231 Cell : ( 504 ) 914-7066 Main : ( 615 ) 724-3200 Fax : ( 615 ) 724-3331 tpotter@burr.com 700 Two American Center 3102 West End Avenue Nashville , Tennessee 37203 < http://www.burr.com/ > www.burr.com"
3918,0,"update on Lauber Please reach out and get your teams in front of Mionetto . Confirm with me the meeting times and dates please . From : Bonavita , Steven Sent : Friday , July NUM , NUM 03:24 PM To : Ceola , Enore ; ' EMAIL < EMAIL > ; Boyarsky , Sally ; Penneys , Eric Cc : ' EMAIL < EMAIL > ; Warren , Tripp Subject : Re : Mionetto - Lauber workwiths Eric , over the next NUM days please coordinate NUM min training seminars for your teams preferably after business hours . Thanks Steven Bonavita Vice President-General Manager NYS Lauber Imports ( P ) NUM ( C ) NUM From : USA - Enore Ceola [ mailto:eceola@mionettousa.com] Sent : Thursday , July NUM , NUM 02:15 AM To : Bonavita , Steven ; Rachel Imbrogno < EMAIL > ; Boyarsky , Sally Cc : Paolo Dal Gallo < EMAIL > ; Warren , Tripp Subject : RE : Mionetto - Lauber workwiths Steven , Thank you for organizing the ww , I was n’t aware of the Taste n’tour , which is a good way to get your team up-to-speed with the wines again . I would suggest in anyways to pick the top NUM teams and ( individually ) give them a NUM ’ minutes mini focused seminar sometimes when you think is appropriate . If we do it NUM or NUM am , can be very effective and will not take away time from selling the wine . Let us know at your earliest convenience . Thank you . Best regards ,"
3919,1,Eric Penneys Lauber Imports Director of Sales NYC & Westchester ( Cell ) 516-382-7106 epenneys@lauberimports.com Order Board-800-272-4255
3920,0,"Todd , I will keep you cc 'd on all correspondence . I will be out of phone range this afternoon although I will be available by email if you need anything . Katrina Do you know the latest information in your community ? For monthly email updates , governing documents , policies , minutes , financials and much more ! Just click on the link below to visit the website then click on Association Website in the top Right Corner Colorado Management & Associates , Inc. . URL ----- Original Message ----- From : Todd Reingardt [ mailto:treingardt@gmx.com] Sent : Friday , July NUM , NUM 12:05 PM To : Katrina Pacheco Subject : Committees Katrina I 'm not sure what you are doing with the new committee info , but I 'd like to be copied on all info ( emails , etc. . ) for all committees . Just an FyI Thank you , Todd Reingardt The Service Oil Company NUM Mobile NUM Fax Sent from my Blackberry ."
3921,1,"Katrina Pacheco Colorado Management Association Manager 1313 W. 121st . Ave. Westminster , CO. . 80234 Phone 303-730-2200 x 3150 Fax 303-426-5609 kpacheco@coloradomanagement.com"
3922,0,"Regards From : Email Report Distribution ( Metcash ) Sent : Wednesday , NUM July NUM 2:16 AM To : Andrew Reitzer ; Antoine Rizk ; Bernadette Grillo ( vella ) ; Brenda Oelofse ; Brian Alloway ; Con Sciacca ; Derek Lundberg ; Gary Tempany ; Harry Rumpler ; Jane Lynch ; Jayne Nolan ; John Maclaren ; Johnson Zhang ; Jonathan Carlile ; Kym Coventry ; Michael Jablonski ; Paul Slaughter ; Peter Abela ; Peter Love ; Phil Thomas ; Richard Brown ; Richard Brown ( General Manager ) ; Richard Levine ; Shane Wisman ; Silvestro Morabito ; Stephen Xenikoudis ; Zdenka Bilic Cc : Tom Rojas ; Anthony Miles ; Jack Hopma ; Richard Hinson ; Adam Mitchell ( WA ) Subject : MT01L59R - National Daily PWSS IGAD Report Sequence No : NUM"
3923,1,Brian Alloway I.G.A. . > D Senior Buyer 410-450 Findon Road Kidman Park SA 5025 Ph 8152 8451 Fax 8152 8505 Mobile 044 844 6880 brian.alloway@igadist.com.au www.iga.net.au
3924,0,"Mike , Thank you for the opportunity to meet with your team . It is n’t always easy to hear about what we do poorly but it is extremely important . We apologize for the slip ups and will continue to strive for improvement to make things better for you . Most of all we appreciate your openness and willingness to work though these difficulties . Oldcastle values our relationship with Belair and we will do our best to earn your business every day . I will review the backcharges with John and Bruce on Monday and get back to you . Assuming they do n’t have any disagreements with the charges , we will issue a credit invoice immediately so it does n’t hold up payment . Please do n’t hesitate to call if you ever need anything . Thank you . Chris From : Mike Ehardt [ mailto:mike.ehardt@belair-us.com] Sent : Tuesday , July NUM , NUM 10:03 AM To : Schneider , Chris Cc : Tim Burkhart Subject : Meeting on July NUM , NUM Good morning Chris , NUM I would like to thank you and your staff for taking the time to attend the meeting on Friday . Belair and Oldcastle ’s relationship has had some ups and downs in the past , but we were pleasantly surprised at your quick responds to our request to have a meeting to discuss the issues . Hopefully we all are on the correct path"
3925,1,Chris Schneider V.P. / General Manager Main ( 303 ) 791-1100 Direct ( 303 ) 346-4645 Cell ( 303 ) 532-6833 Fax ( 303 ) 791-9181 www.oldcastleprecast.com
3926,0,"Please find the attached file for Wednesday 's call . T3 TBR Template - Lynn URL "" There is always an easy solution to every human problem -- neat , plausible , and wrong . """
3927,1,Donald Nee Northeast Financial Planning & Analysis Cell : ( 978 ) 761-2909
3928,0,"Tim , Thank you for the e-mail . I will go over this with my manager and see what I can do for you . Have a great day !"
3929,1,Gary Ghezzi | Sr. . Account Manager | CDW Phone : 866.934.5457 | Fax : 312.752.3671 | E-mail : garyghe@cdw.com
3930,0,Thanks
3931,1,Korty Church Map Food Service Account Manager ( 978 ) 808 3605
3932,0,"Yep , life is good !! Zen thoughts for those who do n't take life too seriously : Make peace with the past , so it wo n't mess up the present ! From : Marlene Franke [ mailto:mfranke@orba.com] Sent : Friday , July NUM , NUM 2:25 PM To : ' EMAIL Subject : Re : Putt for A Purpose Golf Outing LOL . Good to hear from you Pat . Hope you are doing well too . Marlene C. Franke , CPA Business Development Manager Ostrow Reisin Berk & Abrams , Ltd. . NUM N Cityfront Plaza Drive , Suite NUM Chicago , IL NUM T NUM C NUM F NUM Email EMAIL Web URL From : Pat Ewert [ mailto:pat@ewert.com] Sent : Friday , July NUM , NUM 02:23 PM To : Marlene Franke Subject : RE : Putt for A Purpose Golf Outing Hi Marlene , Sorry , we are too poor to participate in this , but hope this finds you well and happy . Pat Zen thoughts for those who do n't take life too seriously : Make peace with the past , so it wo n't mess up the present ! Pat Ewert NUM N. Sheridan Rd. . 18B Chicago , IL NUM Home : NUM Cell : NUM From:messages-noreply@bounce.linkedin.com [ mailto:messages-noreply@bounce.linkedin.com] On Behalf Of Marlene C. Franke , CPA via LinkedIn Sent : Friday , July NUM , NUM 1:17 PM To : Pat Ewert Subject : Putt for A Purpose Golf Outing LinkedIn Marlene C. Franke , CPA has sent you a message . Date : 7/15/2011 Subject : Putt for A Purpose Golf Outing Friends and Colleagues , I recently had the honor"
3933,1,"Pat Ewert 6033 N. Sheridan Rd. . 18B Chicago , IL 60660 Home : 773-474-7981 Cell : 312-933-4314"
3934,0,"Nancy sent this e-mail a little while ago and it bounced back to us . Not sure if itâ ?? s an internal problem or what , but Iâ ?? m re-sending . Please let me know if you get it . From : Nancy Hughes Sent : Monday , August NUM , NUM 10:49 AM To : Bruce Rogers ; Hayslip , Victor Cc : Chris Ezell ; Catherine Lewis Subject : RE : John William Bryant Estate Are you guys preparing the written submission from what weâ ?? ve provided you ? From : Bruce Rogers [ mailto:brogers@bainbridgemims.com] Sent : Monday , August NUM , NUM 10:46 AM To : Hayslip , Victor Cc : Chris Ezell ; Nancy Hughes ; Catherine Lewis Subject : Re : John William Bryant Estate Given that a written submission will be filed in support of the PR fees , we ' ll modify the decree to simply say that PRs offered evidence into the record ( not that they appeared and/or testified at the hearing ) On Aug NUM , NUM , at 10:16 AM , Hayslip , Victor wrote : NUM more note , the Decree on Final Settlement reflects that both Barbara and Wells will give testimony . Does this need to be changed to reflect that NUM of them will appear ( Barbara ) , or do I need to plan on bringing Rodney Parker . I had previously been told he would not be needed and just want to make sure we are all on the same page . Vic Hayslip Attorney at Law Direct : ( NUM ) NUM Main : ( NUM ) NUM Fax : ( NUM ) NUM EMAIL NUM North NUM Street Suite NUM Birmingham , Alabama NUM < URL > URL _____ CONFIDENTIAL : ATTORNEY/CLIENT PRIVILEGED ; ATTORNEY WORK PRODUCT All previous disclaimers apply to this message as well . To see a full list of disclaimers that apply to email from URL visit : URL . _____ From : Chris Ezell [ mailto:cezell@bainbridgemims.com] Sent : Monday , August NUM , NUM 10:10 AM To : ' Nancy Hughes ' ; Hayslip , Victor ; EMAIL Cc : ' Catherine Lewis ' Subject : RE : John William Bryant Estate Iâ ?? m going to make the medical college changes , Vicâ ?? s changes from NUM minute ago , and send out a . pdf final version to all parties . Chris Christopher H. Ezell Bainbridge , Mims , Rogers & Smith , LLP NUM Luckie Drive , Suite NUM ( NUM ) Post Office Box NUM Birmingham , Alabama NUM Direct : ( NUM ) NUM Fax : ( NUM ) NUM EMAIL URL From : Nancy Hughes [ mailto:nhughes@hughesscalise.com] Sent : Monday , August NUM , NUM 10:08 AM To : EMAIL Hayslip , Victor ; EMAIL Cc : Catherine Lewis Subject : FW : John William Bryant Estate College is on board . Please change to reflect Mr. Kotti is signing as President . From : Gray , William [ mailto:billgray@hunton.com] Sent : Monday , August NUM , NUM 10:06 AM To : Catherine Lewis Cc : Nancy Hughes Subject : RE : John William Bryant Estate MCV Foundation is willing to approve the settlement as proposed . Please list William P. Kotti , President , as the individual signing for the Foundation . Bill J. William Gray Hunton & Williams LLP NUM East Byrd Street Richmond , VA NUM NUM NUM direct fax EMAIL _____ From : Catherine Lewis [ mailto:cslewis@hughesscalise.com] Sent : Monday , August NUM , NUM 10:58 AM To : Gray , William Cc : Nancy Hughes Subject : RE : John William Bryant Estate Good morning , Mr. Gray : I left you a voice mail as well , but I thought it may be easier to respond via e-mail . Nancy wanted me to check on the outcome of your Friday afternoon meeting . All the parties involved are interested in finalizing the settlement documents and readying them for signature . Please let me know if you have any changes . Thanks , Catherine From : Gray , William [ mailto:billgray@hunton.com] Sent : Wednesday , August NUM , NUM 12:27 PM To : Nancy Hughes Cc : Catherine Lewis Subject : RE : John William Bryant Estate Nancy , thank you for this information . I 'm glad to hear that the mediation session went well . The MCV Foundation officials with whom I need to review this are not available until Friday , but I have forwarded the documents to them and have scheduled a meeting for Friday afternoon . In anticipation of that meeting , could you answer a couple of additional questions ? * As I read the agreement , it appears that all of Andrew 's claims against the estate , trust and fiduciaries will be resolved ; that after a $ NUM distribution to Andrew , the trust will continue for his benefit under the current terms but with new trustees ; that after payment of her expenses and fees plus $ NUM , Barbara will give up her right to any further distributions from the trust ; that Diane Bryant will remain a contingent beneficiary ; and that Grace Episcopal Church and MCV Foundation will retain their current position as equal contingent remainder beneficiaries of any trust assets not distributed to Andrew or his descendants or to Diane . Is that a reasonable summary of its primary dispositive terms ? * Who is Kathy Luker and what are her qualifications as trustee and her previous connection with the Bryant estate and trust ? Thanks for your continued help . Bill _____ From : Nancy Hughes [ mailto:nhughes@hughesscalise.com] Sent : Monday , August NUM , NUM 3:08 PM To : Gray , William Cc : Catherine Lewis Subject : John William Bryant Estate Dear Bill : I wanted to let you know that the Bryant Estate mediation held on July NUM was successful . The trust will stay intact and the Medical College will remain as a contingent beneficiary . There will be a hearing in the Circuit Court of Talladega County on September NUM , during which we hope the court approves the settlement so that we can close the estate . In order to do so , we will need a representative of the College to sign the Mediated Settlement Agreement ( Doc # NUM ) and a consent ( attached to Doc # NUM ) . Iâ ?? m attaching drafts of all the documents related to the mediation settlement and petition for consent settlement for your review . If you have any comments , questions or revisions to these documents , please let me know by the end of the week . Also , if you would like to schedule a conference call to discuss any of these documents , I have blocked off some time next Monday , August NUM , between 10:00 a.m. and 1:00 p.m. CT . Please let me know if you want to discuss prior to signing and , if so , if this block of time works for you . If you have no comments or questions , let me know and we will send you execution copies of the documents . Thank you for your help with this . Nancy C. Hughes Hughes & Scalise , P.C. NUM Luckie Drive , Suite NUM Birmingham , AL NUM Telephone : NUM Fax : NUM Email : < mailto:nhughes@hughesscalise.com > EMAIL To comply with IRS rules , be advised that this letter or message ( including any attachments ) , if it contains advice relating to federal taxes , is not intended or written by Hughes & Scalise , P.C. to be used , and it may not be used by the client for purposes of avoiding any tax penalties that may be imposed on the client under federal tax law or for the purpose of promoting , marketing , or recommending to another party any tax related matters addressed herein . CONFIDENTIAL : ATTORNEY-CLIENT PRIVILEGE ; ATTORNEY WORK PRODUCT This e-mail is from a law firm , and it may be protected by the attorneyâ ?? client privilege or as attorney workâ ?? product . This message and any attachment are confidential and may be privileged or otherwise protected from disclosure . If you are not the intended recipient and received the message by error , please notify the sender that you received it by replying to this e-mail , and then delete it and any attachments from your computer . You must not copy this message or attachment or disclose the contents to any other person . Unless specifically stated otherwise in the body of the message , the content of the message is not to be construed as establishing an attorney-client relationship if NUM does not otherwise exist , or as a consent to conduct business by any electronic media . Catherine S. Lewis Hughes & Scalise , P.C. NUM Luckie Drive , Suite NUM Birmingham , Alabama NUM Phone NUM Fax NUM _____ To comply with IRS rules , be advised that this letter or message ( including any attachments ) , if it contains advice relating to federal taxes , is not intended or written by Hughes & Scalise , P.C. to be used , and it may not be used , by the client for purposes of avoiding any tax penalties that may be imposed on the client under federal tax law or for the purpose of promoting , marketing , or recommending to another party any tax related matters addressed herein . CONFIDENTIAL : ATTORNEY-CLIENT PRIVILEGE ; ATTORNEY WORK PRODUCT This e-mail is from a law firm , and it may be protected by the attorneyâ ?? client privilege or as attorney workâ ?? product . This message and any attachment are confidential and may be privileged or otherwise protected from disclosure . If you are not the intended recipient and received the message by error , please notify the sender that you received it by replying to this e-mail , and then delete it and any attachments from your computer . You must not copy this message or attachment or disclose the contents to any other person . Unless specifically stated otherwise in the body of the message , the content of the message is not to be construed as establishing an attorney-client relationship if NUM does not otherwise exist , or as a consent to conduct business by any electronic media . _____ Catherine S. Lewis Hughes & Scalise , P.C. NUM Luckie Drive , Suite NUM Birmingham , Alabama NUM Phone NUM Fax NUM _____ To comply with IRS rules , be advised that this letter or message ( including any attachments ) , if it contains advice relating to federal taxes , is not intended or written by Hughes & Scalise , P.C. to be used , and it may not be used , by the client for purposes of avoiding any tax penalties that may be imposed on the client under federal tax law or for the purpose of promoting , marketing , or recommending to another party any tax related matters addressed herein . CONFIDENTIAL : ATTORNEY-CLIENT PRIVILEGE ; ATTORNEY WORK PRODUCT This e-mail is from a law firm , and it may be protected by the attorneyâ ?? client privilege or as attorney workâ ?? product . This message and any attachment are confidential and may be privileged or otherwise protected from disclosure . If you are not the intended recipient and received the message by error , please notify the sender that you received it by replying to this e-mail , and then delete it and any attachments from your computer . You must not copy this message or attachment or disclose the contents to any other person . Unless specifically stated otherwise in the body of the message , the content of the message is not to be construed as establishing an attorney-client relationship if NUM does not otherwise exist , or as a consent to conduct business by any electronic media . _____"
3935,1,"Bruce F. Rogers , Esquire Bainbridge , Mims , Rogers & Smith , LLP The Luckie Building , Suite 415 600 Luckie Drive ( 35223 ) Post Office Box 530886 Birmingham , Alabama 35253 Main : ( 205 ) 879-1100 Direct : ( 205 ) 868-4107 Fax : ( 205 ) 879-4300 Email : brogers@bainbridgemims.com Website : www.bainbridgemims.com"
3936,0,"I DO NOT want to renew . I have not been satisfied with the application . Kind regards , Deborah From : Gwabbit Sales < EMAIL > Date : Sun , NUM Oct NUM 07:12:41 NUM ( GMT ) To : EMAIL < EMAIL > Cc : EMAIL < EMAIL > Subject : gwabbit for BlackBerry Renewal Notice Dear gwabbit for BlackBerry Customer : We hope that you are enjoying the gwabbit product , and are finding it helps you to save time and be more productive as you automatically save your email contacts ! We wanted to let you know that your gwabbit for BlackBerry subscription will be automatically renewed on 10/9/2011 . Your credit card will be charged $ NUM for another year of gwabbit for BlackBerry . If you have a different BlackBerry from the time you purchased your original subscription , you should contact us with the PIN from your new phone so that we can assure you continue to use the Premium version of the application . You can find your BlackBerry PIN by clicking on Options from the main menu of your device , then click on Settings or Status . If you have any questions about your subscription renewal , or need to change your PIN , please feel free to contact the gwabbit Customer Support team by email at EMAIL , or by phone at NUM - gwabbit ( NUM ) . We appreciate your past business and look forward to assisting you with automatic contact capture in the future . Thank you , the gwabbit team gwref # NUM"
3937,1,Deborah Kops deborah.kops@sourcingchange.com +1 703 321 6526 www.sourcingchange.com
3938,0,"Okay -- thanks -------------------------- Sent using BlackBerry From : Fleming , Mary Sent : Wednesday , August NUM , NUM 10:39 AM To : Latta , Forrest Subject : FW : ACI 's Bad Faith Litigation ( Nov NUM ) Forrest , I received an email from ACI regarding an unpublished rate for the Bad Faith Litigation conference . It is $ NUM cheaper to reserve a seat now ( which can be cancelled later if necessary ) . I have not yet submitted your conference request to Connie D'Anna , and I am unsure if you sent it to Paul Cavender yet . I would like to reserve this conference for you now at this reduced rate , have them send me the invoice for it , and submit a revised conference request ( totalling just over $ NUM ) to Connie . Please let me know if you are okay with that plan . Also , please let me know if you have anyone else in mind that you want to go to this conference with you . Last year several attorneys went because Greg Burge was NUM of the speakers . Thank you , _____ CONFIDENTIAL : ATTORNEY/CLIENT PRIVILEGED ; ATTORNEY WORK PRODUCT All previous disclaimers apply to this message as well . To see a full list of disclaimers that apply to email from URL visit : URL . _____ From : Jamaal C. Lewis [ mailto:J.Lewis@Americanconference.com] Sent : Wednesday , August NUM , NUM 10:29 AM To : Fleming , Mary Subject : RE : ACI 's Bad Faith Litigation ( Nov NUM ) Hi Mary , The unpublished rate is $ NUM ( conference only ) until August NUM . You could reserve a seat for Mr. Latta without submitting payment and he would not be charged a penalty if he cancels his registration due to a scheduling conflict . Youâ ?? ll receive a confirmation number and invoice stating that he is registered for the conference at the unpublished $ NUM rate from me via email . Moreover , Mr. Latta can pay for the event at his convenience . If he wants to reserve a seat , please let me know and Iâ ?? ll handle the rest . Kind Regards , Jamaal From : Fleming , Mary [ mailto:mfleming@burr.com] Sent : Wednesday , August NUM , NUM 11:06 AM To : Jamaal C. Lewis Subject : RE : ACI 's Bad Faith Litigation ( Nov NUM ) Jamaal , Thank you for contacting me about this . I know that Forrest Latta is considering attending this conference ; however , it will be subject to his calendar obligations . Could you please give me the details of the unpublished rate -- amount , timeframe for payment , refundable if trip must be cancelled ? Thank you , Mary A. Fleming Assistant to Forrest Latta , Anna L. Scully , Patti D. Grove and Tracy Parmer Direct : ( NUM ) NUM Main : ( NUM ) NUM Fax : ( NUM ) NUM EMAIL RSA Tower NUM North Water Street Suite NUM Mobile , Alabama NUM P. O. Box NUM Mobile , AL NUM < URL > URL _____ CONFIDENTIAL : ATTORNEY/CLIENT PRIVILEGED ; ATTORNEY WORK PRODUCT All previous disclaimers apply to this message as well . To see a full list of disclaimers that apply to email from URL visit : URL . _____ From : Jamaal C. Lewis [ mailto:J.Lewis@Americanconference.com] Sent : Wednesday , August NUM , NUM 9:29 AM To : Fleming , Mary Subject : ACI 's Bad Faith Litigation ( Nov NUM ) Hello Mary , I just wanted to touch base with you regarding the information you requested on ACIâ ?? s Bad Faith Litigation conference in Orlando , FL . We currently have an unpublished rate that expires soon . If you or any or your colleagues are planning to attend , contact me directly and Iâ ?? ll reserve a seat for you before the rate expires . Best Regards , Jamaal C. Lewis Delegate Coordinator American Conference Institute Office - NUM Ext : NUM Email - EMAIL American Conference Institute : Business Information in a Global Context For complete Delegate FAQs , including event details , payment , cancellation and refund policies , be sure to visit us at URL ."
3939,1,"Mary A. Fleming Assistant to Forrest Latta , Anna L. Scully , Patti D. Grove and Tracy Parmer Direct : ( 251 ) 345-8256 Main : ( 251 ) 344-5151 Fax : ( 251 ) 344-9696 Mary.Fleming@burr.com RSA Tower 11 North Water Street Suite 22200 Mobile , Alabama 36602 P. O. Box 2287 Mobile , AL 36652-2287 www.burr.com < http://www.burr.com/ >"
3940,0,"Good Afternoon Mr. Greene : Attached are invoices NUM , NUM , NUM , and NUM ; the changes are highlighted in red . From a review of the same , you appear to have duplicated the task performed on December NUM , NUM . The apparent duplication is listed below . Please review and advise accordingly . December NUM , NUM Letter to Labour Commissioner and attendance on her re Labour Clearance NUM NUM CSG Attendance and letter re labour clearance for Eunice Sands NUM NUM CSG Sincerely , Deloitte refers to NUM or more of Deloitte Touche Tohmatsu Limited , a UK private company limited by guarantee , and its network of member firms , each of which is a legally separate and independent entity . Please URL for a detailed description of the legal structure of Deloitte Touche Tohmatsu Limited and its member firms ."
3941,1,"Tiphaney C. Russell Financial Advisory Services Deloitte & Touche Dehands House , 2nd Terrace West Centreville P.O. Box N-7526 , Nassau , The Bahamas Office + (242)302-4800 | Direct : + (242)302-4838 Fax : (242)322-3101 tirussell@deloitte.com | www.deloitte.com"
3942,0,"We have been asked to furnish the auditors of The Healthcare Authority of Morgan County -- City of Decatur d/b/a Decatur General Hospital with information relating to all pending or threatened litigation , claims and assessments or unasserted claims and assessments against Decatur General Hospital for the matters that existed as of June NUM , NUM . I would appreciate it if you would please provide me with a response regarding any matters which you are handling as soon as possible . Howard _____ CONFIDENTIAL : ATTORNEY/CLIENT PRIVILEGED ; ATTORNEY WORK PRODUCT The information contained in this email is intended for the individual or entity above . This email is protected by the Electronic Communications Privacy Act , NUM U.S.C. Sections NUM and is legally protected by the attorney/client privilege and/or work product doctrine . If you are not the intended recipient , please do not read , copy , use , forward or disclose this communication to others ; also , please notify the sender by replying to this message , and then delete this message from your system . Thank you . Circular NUM Notice - Regulations adopted by the Internal Revenue Service require us to inform you that any federal tax advice contained in this communication ( including attachments ) ( I ) is not intended or written by Burr & Forman LLP to be used , and can not be used , by any taxpayer for the purpose of avoiding penalties that may be imposed on the taxpayer , and ( II ) is not written to support the promotion or marketing of any transaction ( s ) or matter ( s ) addressed in this communication ."
3943,1,"Howard E. Bogard Attorney at Law Direct : ( 205 ) 458-5416 Main : ( 205 ) 251-3000 Fax : ( 205 ) 244-5605 420 North 20th Street , Suite 3400 Birmingham , Alabama 35203 www.burr.com < http://www.burr.com/ >"
